date,time,open,high,low,close,volume
2021-01-22,18:15,1.36716,1.36750,1.36629,1.36645,1558
2021-01-22,18:30,1.36646,1.36799,1.36622,1.36782,1595
2021-01-22,18:45,1.36781,1.36846,1.36736,1.36828,1473
2021-01-22,19:00,1.36830,1.36844,1.36733,1.36752,1334
2021-01-22,19:15,1.36751,1.36789,1.36725,1.36729,1074
2021-01-22,19:30,1.36729,1.36763,1.36712,1.36730,1315
2021-01-22,19:45,1.36729,1.36790,1.36708,1.36789,1179
2021-01-22,20:00,1.36789,1.36800,1.36756,1.36797,1124
2021-01-22,20:15,1.36797,1.36846,1.36782,1.36817,785
2021-01-22,20:30,1.36818,1.36827,1.36774,1.36809,702
2021-01-22,20:45,1.36809,1.36840,1.36784,1.36809,964
2021-01-22,21:00,1.36813,1.36848,1.36810,1.36826,903
2021-01-22,21:15,1.36826,1.36929,1.36826,1.36877,1259
2021-01-22,21:30,1.36877,1.36911,1.36875,1.36895,960
2021-01-22,21:45,1.36896,1.36900,1.36814,1.36818,705
2021-01-22,22:00,1.36818,1.36818,1.36734,1.36743,467
2021-01-22,22:15,1.36743,1.36801,1.36741,1.36787,294
2021-01-22,22:30,1.36788,1.36842,1.36776,1.36837,279
2021-01-22,22:45,1.36837,1.36845,1.36800,1.36802,494
2021-01-22,23:00,1.36805,1.36859,1.36791,1.36859,363
2021-01-22,23:15,1.36859,1.36872,1.36831,1.36837,301
2021-01-22,23:30,1.36838,1.36853,1.36818,1.36818,371
2021-01-22,23:45,1.36818,1.36882,1.36809,1.36822,809
2021-01-25,00:00,1.36822,1.36822,1.36708,1.36765,947
2021-01-25,00:15,1.36760,1.36812,1.36757,1.36803,179
2021-01-25,00:30,1.36804,1.36805,1.36761,1.36788,121
2021-01-25,00:45,1.36791,1.36811,1.36755,1.36759,126
2021-01-25,01:00,1.36780,1.36855,1.36775,1.36849,1154
2021-01-25,01:15,1.36849,1.36886,1.36839,1.36852,1649
2021-01-25,01:30,1.36854,1.36898,1.36849,1.36887,1780
2021-01-25,01:45,1.36887,1.36910,1.36849,1.36851,782
2021-01-25,02:00,1.36852,1.36879,1.36785,1.36839,1392
2021-01-25,02:15,1.36835,1.36877,1.36817,1.36866,755
2021-01-25,02:30,1.36863,1.36906,1.36857,1.36900,578
2021-01-25,02:45,1.36903,1.36908,1.36837,1.36847,722
2021-01-25,03:00,1.36853,1.36864,1.36811,1.36846,1226
2021-01-25,03:15,1.36849,1.36875,1.36831,1.36844,775
2021-01-25,03:30,1.36845,1.36875,1.36782,1.36783,727
2021-01-25,03:45,1.36783,1.36834,1.36777,1.36818,976
2021-01-25,04:00,1.36817,1.36896,1.36817,1.36861,930
2021-01-25,04:15,1.36861,1.36909,1.36856,1.36901,872
2021-01-25,04:30,1.36897,1.36967,1.36891,1.36967,845
2021-01-25,04:45,1.36967,1.37012,1.36958,1.36983,1214
2021-01-25,05:00,1.36984,1.37007,1.36975,1.36993,852
2021-01-25,05:15,1.36993,1.37041,1.36984,1.37035,770
2021-01-25,05:30,1.37037,1.37071,1.37017,1.37035,965
2021-01-25,05:45,1.37036,1.37037,1.36991,1.37006,704
2021-01-25,06:00,1.37005,1.37017,1.36993,1.36994,634
2021-01-25,06:15,1.36994,1.37059,1.36993,1.37048,384
2021-01-25,06:30,1.37048,1.37077,1.37038,1.37053,676
2021-01-25,06:45,1.37054,1.37072,1.37029,1.37033,608
2021-01-25,07:00,1.37034,1.37077,1.37031,1.37077,759
2021-01-25,07:15,1.37078,1.37137,1.37059,1.37112,752
2021-01-25,07:30,1.37113,1.37152,1.37069,1.37081,1072
2021-01-25,07:45,1.37078,1.37152,1.37076,1.37148,1201
2021-01-25,08:00,1.37149,1.37237,1.37146,1.37207,1234
2021-01-25,08:15,1.37206,1.37212,1.37130,1.37149,850
2021-01-25,08:30,1.37150,1.37182,1.37135,1.37170,645
2021-01-25,08:45,1.37169,1.37207,1.37135,1.37150,759
2021-01-25,09:00,1.37154,1.37214,1.37042,1.37053,1162
2021-01-25,09:15,1.37051,1.37169,1.37050,1.37119,1163
2021-01-25,09:30,1.37119,1.37182,1.37079,1.37177,1054
2021-01-25,09:45,1.37179,1.37204,1.37125,1.37189,1498
2021-01-25,10:00,1.37196,1.37205,1.36945,1.36949,2042
2021-01-25,10:15,1.36951,1.37092,1.36932,1.37081,1794
2021-01-25,10:30,1.37084,1.37088,1.37031,1.37059,1455
2021-01-25,10:45,1.37059,1.37092,1.36955,1.37006,1376
2021-01-25,11:00,1.37007,1.37027,1.36861,1.36866,1762
2021-01-25,11:15,1.36865,1.36872,1.36720,1.36794,2069
2021-01-25,11:30,1.36791,1.36801,1.36657,1.36726,1791
2021-01-25,11:45,1.36726,1.36758,1.36689,1.36732,1452
2021-01-25,12:00,1.36731,1.36782,1.36684,1.36689,1600
2021-01-25,12:15,1.36691,1.36817,1.36676,1.36772,1345
2021-01-25,12:30,1.36772,1.36850,1.36745,1.36847,1344
2021-01-25,12:45,1.36847,1.36976,1.36835,1.36954,1699
2021-01-25,13:00,1.36955,1.36991,1.36935,1.36940,1445
2021-01-25,13:15,1.36938,1.36948,1.36877,1.36888,1317
2021-01-25,13:30,1.36888,1.36907,1.36852,1.36895,841
2021-01-25,13:45,1.36894,1.36961,1.36857,1.36899,1590
2021-01-25,14:00,1.36899,1.36910,1.36798,1.36812,1273
2021-01-25,14:15,1.36812,1.36845,1.36758,1.36758,1050
2021-01-25,14:30,1.36761,1.36826,1.36721,1.36766,1478
2021-01-25,14:45,1.36764,1.36861,1.36743,1.36822,1524
2021-01-25,15:00,1.36821,1.36851,1.36751,1.36851,1396
2021-01-25,15:15,1.36851,1.36959,1.36845,1.36917,1629
2021-01-25,15:30,1.36916,1.36936,1.36753,1.36787,1597
2021-01-25,15:45,1.36790,1.36863,1.36744,1.36827,1380
2021-01-25,16:00,1.36827,1.36910,1.36806,1.36823,1175
2021-01-25,16:15,1.36822,1.36845,1.36764,1.36797,1452
2021-01-25,16:30,1.36797,1.36876,1.36755,1.36776,2598
2021-01-25,16:45,1.36776,1.36784,1.36553,1.36582,2761
2021-01-25,17:00,1.36581,1.36674,1.36521,1.36596,2461
2021-01-25,17:15,1.36596,1.36661,1.36566,1.36572,2074
2021-01-25,17:30,1.36573,1.36676,1.36554,1.36628,2335
2021-01-25,17:45,1.36626,1.36756,1.36553,1.36708,2683
2021-01-25,18:00,1.36706,1.36718,1.36487,1.36546,3465
2021-01-25,18:15,1.36548,1.36571,1.36492,1.36531,2641
2021-01-25,18:30,1.36531,1.36672,1.36488,1.36645,2098
2021-01-25,18:45,1.36648,1.36692,1.36601,1.36658,1482
2021-01-25,19:00,1.36659,1.36717,1.36641,1.36669,1596
2021-01-25,19:15,1.36669,1.36748,1.36662,1.36712,2028
2021-01-25,19:30,1.36714,1.36822,1.36697,1.36801,1730
2021-01-25,19:45,1.36801,1.36804,1.36697,1.36697,1593
2021-01-25,20:00,1.36699,1.36733,1.36670,1.36717,1035
2021-01-25,20:15,1.36720,1.36733,1.36698,1.36721,955
2021-01-25,20:30,1.36723,1.36741,1.36698,1.36699,1112
2021-01-25,20:45,1.36699,1.36750,1.36698,1.36744,1131
2021-01-25,21:00,1.36746,1.36773,1.36708,1.36718,1010
2021-01-25,21:15,1.36717,1.36722,1.36629,1.36647,927
2021-01-25,21:30,1.36645,1.36655,1.36609,1.36618,716
2021-01-25,21:45,1.36618,1.36636,1.36592,1.36629,918
2021-01-25,22:00,1.36627,1.36656,1.36599,1.36599,882
2021-01-25,22:15,1.36599,1.36651,1.36594,1.36629,819
2021-01-25,22:30,1.36629,1.36683,1.36617,1.36683,643
2021-01-25,22:45,1.36683,1.36707,1.36667,1.36695,919
2021-01-25,23:00,1.36694,1.36717,1.36645,1.36651,686
2021-01-25,23:15,1.36649,1.36676,1.36626,1.36675,557
2021-01-25,23:30,1.36674,1.36739,1.36671,1.36736,478
2021-01-25,23:45,1.36734,1.36771,1.36719,1.36743,648
2021-01-26,00:00,1.36743,1.36754,1.36599,1.36699,161
2021-01-26,00:15,1.36699,1.36725,1.36698,1.36706,94
2021-01-26,00:30,1.36702,1.36744,1.36700,1.36713,95
2021-01-26,00:45,1.36712,1.36760,1.36708,1.36718,231
2021-01-26,01:00,1.36719,1.36773,1.36700,1.36749,587
2021-01-26,01:15,1.36749,1.36794,1.36749,1.36788,231
2021-01-26,01:30,1.36788,1.36788,1.36746,1.36755,379
2021-01-26,01:45,1.36754,1.36771,1.36736,1.36764,404
2021-01-26,02:00,1.36763,1.36764,1.36694,1.36718,774
2021-01-26,02:15,1.36717,1.36721,1.36698,1.36704,596
2021-01-26,02:30,1.36704,1.36713,1.36665,1.36677,393
2021-01-26,02:45,1.36677,1.36712,1.36636,1.36658,952
2021-01-26,03:00,1.36663,1.36685,1.36651,1.36658,1040
2021-01-26,03:15,1.36657,1.36659,1.36603,1.36620,950
2021-01-26,03:30,1.36620,1.36685,1.36603,1.36658,1162
2021-01-26,03:45,1.36661,1.36753,1.36649,1.36749,800
2021-01-26,04:00,1.36749,1.36770,1.36706,1.36719,855
2021-01-26,04:15,1.36718,1.36744,1.36701,1.36720,674
2021-01-26,04:30,1.36723,1.36760,1.36700,1.36722,1013
2021-01-26,04:45,1.36720,1.36751,1.36694,1.36713,922
2021-01-26,05:00,1.36717,1.36724,1.36656,1.36661,589
2021-01-26,05:15,1.36661,1.36694,1.36648,1.36689,813
2021-01-26,05:30,1.36690,1.36693,1.36651,1.36661,826
2021-01-26,05:45,1.36659,1.36665,1.36601,1.36641,956
2021-01-26,06:00,1.36641,1.36659,1.36627,1.36650,724
2021-01-26,06:15,1.36650,1.36662,1.36629,1.36631,721
2021-01-26,06:30,1.36629,1.36631,1.36520,1.36520,1133
2021-01-26,06:45,1.36520,1.36542,1.36461,1.36493,672
2021-01-26,07:00,1.36496,1.36520,1.36470,1.36507,647
2021-01-26,07:15,1.36508,1.36529,1.36470,1.36524,871
2021-01-26,07:30,1.36526,1.36534,1.36509,1.36512,1024
2021-01-26,07:45,1.36510,1.36539,1.36493,1.36531,864
2021-01-26,08:00,1.36532,1.36541,1.36402,1.36449,1430
2021-01-26,08:15,1.36450,1.36481,1.36428,1.36443,888
2021-01-26,08:30,1.36443,1.36452,1.36329,1.36393,828
2021-01-26,08:45,1.36394,1.36439,1.36367,1.36390,919
2021-01-26,09:00,1.36390,1.36476,1.36357,1.36441,1436
2021-01-26,09:15,1.36443,1.36461,1.36380,1.36384,1350
2021-01-26,09:30,1.36383,1.36396,1.36149,1.36150,1691
2021-01-26,09:45,1.36150,1.36196,1.36099,1.36122,1539
2021-01-26,10:00,1.36122,1.36243,1.36111,1.36235,2257
2021-01-26,10:15,1.36236,1.36264,1.36185,1.36227,1843
2021-01-26,10:30,1.36226,1.36362,1.36226,1.36255,1742
2021-01-26,10:45,1.36253,1.36443,1.36253,1.36399,1596
2021-01-26,11:00,1.36398,1.36514,1.36380,1.36484,1498
2021-01-26,11:15,1.36483,1.36638,1.36471,1.36618,1681
2021-01-26,11:30,1.36623,1.36646,1.36501,1.36517,1434
2021-01-26,11:45,1.36517,1.36616,1.36491,1.36584,1659
2021-01-26,12:00,1.36583,1.36584,1.36464,1.36532,1235
2021-01-26,12:15,1.36530,1.36610,1.36521,1.36591,1379
2021-01-26,12:30,1.36589,1.36604,1.36444,1.36461,1273
2021-01-26,12:45,1.36460,1.36551,1.36456,1.36545,1096
2021-01-26,13:00,1.36543,1.36624,1.36540,1.36616,1361
2021-01-26,13:15,1.36618,1.36734,1.36594,1.36711,1653
2021-01-26,13:30,1.36707,1.36756,1.36686,1.36744,1134
2021-01-26,13:45,1.36743,1.36765,1.36687,1.36747,1354
2021-01-26,14:00,1.36757,1.36875,1.36709,1.36764,1963
2021-01-26,14:15,1.36767,1.36934,1.36750,1.36899,1861
2021-01-26,14:30,1.36900,1.36975,1.36896,1.36968,1555
2021-01-26,14:45,1.36968,1.37011,1.36938,1.36946,1702
2021-01-26,15:00,1.36950,1.36991,1.36879,1.36895,1422
2021-01-26,15:15,1.36896,1.36987,1.36880,1.36942,1315
2021-01-26,15:30,1.36941,1.37122,1.36903,1.37100,1790
2021-01-26,15:45,1.37104,1.37143,1.37058,1.37079,1731
2021-01-26,16:00,1.37080,1.37198,1.37059,1.37152,1762
2021-01-26,16:15,1.37154,1.37183,1.37100,1.37176,1509
2021-01-26,16:30,1.37177,1.37203,1.37138,1.37153,2060
2021-01-26,16:45,1.37156,1.37269,1.37134,1.37243,2090
2021-01-26,17:00,1.37246,1.37284,1.37226,1.37249,1793
2021-01-26,17:15,1.37249,1.37338,1.37245,1.37311,1733
2021-01-26,17:30,1.37311,1.37383,1.37299,1.37333,1596
2021-01-26,17:45,1.37332,1.37441,1.37293,1.37417,2250
2021-01-26,18:00,1.37417,1.37428,1.37341,1.37361,1971
2021-01-26,18:15,1.37364,1.37381,1.37320,1.37346,1212
2021-01-26,18:30,1.37348,1.37359,1.37287,1.37293,1184
2021-01-26,18:45,1.37295,1.37318,1.37177,1.37273,1818
2021-01-26,19:00,1.37272,1.37339,1.37264,1.37300,1315
2021-01-26,19:15,1.37301,1.37328,1.37233,1.37257,936
2021-01-26,19:30,1.37261,1.37322,1.37257,1.37319,658
2021-01-26,19:45,1.37319,1.37348,1.37295,1.37316,1018
2021-01-26,20:00,1.37316,1.37371,1.37279,1.37368,729
2021-01-26,20:15,1.37370,1.37399,1.37355,1.37361,752
2021-01-26,20:30,1.37363,1.37375,1.37326,1.37370,705
2021-01-26,20:45,1.37373,1.37378,1.37323,1.37328,783
2021-01-26,21:00,1.37332,1.37350,1.37303,1.37304,633
2021-01-26,21:15,1.37304,1.37348,1.37288,1.37344,724
2021-01-26,21:30,1.37343,1.37371,1.37335,1.37355,558
2021-01-26,21:45,1.37356,1.37360,1.37307,1.37318,748
2021-01-26,22:00,1.37317,1.37357,1.37314,1.37351,716
2021-01-26,22:15,1.37351,1.37388,1.37346,1.37388,417
2021-01-26,22:30,1.37384,1.37385,1.37362,1.37381,528
2021-01-26,22:45,1.37381,1.37398,1.37367,1.37397,821
2021-01-26,23:00,1.37396,1.37410,1.37387,1.37409,533
2021-01-26,23:15,1.37409,1.37413,1.37353,1.37357,231
2021-01-26,23:30,1.37356,1.37374,1.37346,1.37366,537
2021-01-26,23:45,1.37365,1.37392,1.37330,1.37335,3217
2021-01-27,00:00,1.37359,1.37368,1.37303,1.37354,76
2021-01-27,00:15,1.37355,1.37365,1.37338,1.37355,48
2021-01-27,00:30,1.37331,1.37361,1.37304,1.37321,145
2021-01-27,00:45,1.37331,1.37354,1.37309,1.37341,105
2021-01-27,01:00,1.37344,1.37388,1.37339,1.37357,436
2021-01-27,01:15,1.37358,1.37410,1.37358,1.37405,401
2021-01-27,01:30,1.37404,1.37413,1.37363,1.37396,716
2021-01-27,01:45,1.37399,1.37423,1.37393,1.37410,335
2021-01-27,02:00,1.37409,1.37443,1.37384,1.37438,749
2021-01-27,02:15,1.37437,1.37517,1.37425,1.37466,849
2021-01-27,02:30,1.37468,1.37506,1.37437,1.37449,693
2021-01-27,02:45,1.37452,1.37457,1.37383,1.37412,1195
2021-01-27,03:00,1.37413,1.37425,1.37343,1.37361,1090
2021-01-27,03:15,1.37358,1.37437,1.37327,1.37431,1295
2021-01-27,03:30,1.37432,1.37443,1.37358,1.37359,1096
2021-01-27,03:45,1.37360,1.37383,1.37300,1.37326,1163
2021-01-27,04:00,1.37325,1.37325,1.37275,1.37278,1282
2021-01-27,04:15,1.37281,1.37302,1.37267,1.37278,668
2021-01-27,04:30,1.37279,1.37330,1.37272,1.37307,1025
2021-01-27,04:45,1.37307,1.37343,1.37296,1.37335,731
2021-01-27,05:00,1.37334,1.37359,1.37323,1.37331,574
2021-01-27,05:15,1.37330,1.37355,1.37326,1.37337,898
2021-01-27,05:30,1.37336,1.37339,1.37308,1.37311,533
2021-01-27,05:45,1.37310,1.37328,1.37285,1.37286,530
2021-01-27,06:00,1.37285,1.37294,1.37257,1.37266,508
2021-01-27,06:15,1.37266,1.37346,1.37228,1.37292,1019
2021-01-27,06:30,1.37291,1.37323,1.37282,1.37306,674
2021-01-27,06:45,1.37306,1.37307,1.37287,1.37306,751
2021-01-27,07:00,1.37306,1.37325,1.37296,1.37311,646
2021-01-27,07:15,1.37310,1.37364,1.37308,1.37361,628
2021-01-27,07:30,1.37362,1.37397,1.37342,1.37395,1155
2021-01-27,07:45,1.37395,1.37447,1.37371,1.37427,1323
2021-01-27,08:00,1.37428,1.37475,1.37369,1.37395,984
2021-01-27,08:15,1.37396,1.37446,1.37386,1.37397,802
2021-01-27,08:30,1.37393,1.37401,1.37367,1.37394,683
2021-01-27,08:45,1.37396,1.37437,1.37348,1.37427,786
2021-01-27,09:00,1.37427,1.37478,1.37354,1.37461,1003
2021-01-27,09:15,1.37460,1.37492,1.37412,1.37420,844
2021-01-27,09:30,1.37418,1.37577,1.37386,1.37565,1167
2021-01-27,09:45,1.37564,1.37586,1.37467,1.37532,1178
2021-01-27,10:00,1.37531,1.37577,1.37387,1.37441,2198
2021-01-27,10:15,1.37441,1.37453,1.37257,1.37348,1889
2021-01-27,10:30,1.37348,1.37368,1.37258,1.37322,1569
2021-01-27,10:45,1.37323,1.37427,1.37301,1.37362,1158
2021-01-27,11:00,1.37362,1.37369,1.37208,1.37211,1648
2021-01-27,11:15,1.37212,1.37382,1.37212,1.37355,1997
2021-01-27,11:30,1.37353,1.37441,1.37309,1.37420,1447
2021-01-27,11:45,1.37419,1.37429,1.37340,1.37348,1353
2021-01-27,12:00,1.37347,1.37360,1.37305,1.37334,1483
2021-01-27,12:15,1.37335,1.37398,1.37313,1.37382,866
2021-01-27,12:30,1.37380,1.37429,1.37343,1.37365,1030
2021-01-27,12:45,1.37364,1.37448,1.37334,1.37420,1027
2021-01-27,13:00,1.37420,1.37425,1.37339,1.37364,1161
2021-01-27,13:15,1.37364,1.37376,1.37289,1.37317,1052
2021-01-27,13:30,1.37317,1.37351,1.37116,1.37134,1579
2021-01-27,13:45,1.37131,1.37143,1.36990,1.37115,2181
2021-01-27,14:00,1.37113,1.37228,1.37069,1.37069,1666
2021-01-27,14:15,1.37068,1.37070,1.36965,1.37019,2005
2021-01-27,14:30,1.37020,1.37107,1.36927,1.36942,2124
2021-01-27,14:45,1.36939,1.37070,1.36925,1.37028,2196
2021-01-27,15:00,1.37033,1.37066,1.36937,1.37053,1825
2021-01-27,15:15,1.37053,1.37077,1.36970,1.36979,1373
2021-01-27,15:30,1.36978,1.36996,1.36816,1.36875,2082
2021-01-27,15:45,1.36872,1.36970,1.36826,1.36945,2116
2021-01-27,16:00,1.36947,1.36993,1.36833,1.36893,1999
2021-01-27,16:15,1.36893,1.36939,1.36833,1.36925,1649
2021-01-27,16:30,1.36925,1.36926,1.36623,1.36653,3923
2021-01-27,16:45,1.36653,1.36873,1.36590,1.36779,3838
2021-01-27,17:00,1.36780,1.36938,1.36755,1.36848,3478
2021-01-27,17:15,1.36845,1.36990,1.36810,1.36902,2846
2021-01-27,17:30,1.36903,1.37012,1.36888,1.36975,3146
2021-01-27,17:45,1.36976,1.37113,1.36937,1.37032,2609
2021-01-27,18:00,1.37031,1.37051,1.36952,1.36960,1861
2021-01-27,18:15,1.36965,1.37062,1.36908,1.37062,1791
2021-01-27,18:30,1.37065,1.37088,1.36967,1.37032,2034
2021-01-27,18:45,1.37033,1.37059,1.36875,1.36878,1842
2021-01-27,19:00,1.36879,1.37031,1.36844,1.37026,1943
2021-01-27,19:15,1.37028,1.37065,1.37006,1.37015,1705
2021-01-27,19:30,1.37015,1.37115,1.36972,1.37088,1984
2021-01-27,19:45,1.37087,1.37136,1.37048,1.37126,1979
2021-01-27,20:00,1.37126,1.37144,1.37079,1.37115,1585
2021-01-27,20:15,1.37116,1.37185,1.37100,1.37151,1566
2021-01-27,20:30,1.37152,1.37201,1.37143,1.37148,1765
2021-01-27,20:45,1.37147,1.37215,1.37121,1.37192,1350
2021-01-27,21:00,1.37188,1.37304,1.37106,1.37186,2291
2021-01-27,21:15,1.37186,1.37190,1.37041,1.37073,2362
2021-01-27,21:30,1.37075,1.37143,1.36979,1.37109,2980
2021-01-27,21:45,1.37106,1.37121,1.36814,1.36867,3463
2021-01-27,22:00,1.36866,1.36964,1.36791,1.36963,3116
2021-01-27,22:15,1.36962,1.36963,1.36754,1.36810,2751
2021-01-27,22:30,1.36806,1.36812,1.36736,1.36747,2526
2021-01-27,22:45,1.36746,1.36867,1.36731,1.36815,2271
2021-01-27,23:00,1.36815,1.36876,1.36764,1.36818,1910
2021-01-27,23:15,1.36818,1.36944,1.36795,1.36937,792
2021-01-27,23:30,1.36936,1.36967,1.36905,1.36957,1210
2021-01-27,23:45,1.36955,1.36955,1.36845,1.36845,770
2021-01-28,00:00,1.36851,1.36903,1.36831,1.36895,118
2021-01-28,00:15,1.36894,1.36896,1.36799,1.36824,108
2021-01-28,00:30,1.36829,1.36918,1.36800,1.36855,832
2021-01-28,00:45,1.36858,1.36930,1.36795,1.36896,300
2021-01-28,01:00,1.36926,1.36929,1.36821,1.36829,585
2021-01-28,01:15,1.36829,1.36838,1.36742,1.36743,655
2021-01-28,01:30,1.36744,1.36765,1.36657,1.36694,902
2021-01-28,01:45,1.36692,1.36720,1.36670,1.36704,1066
2021-01-28,02:00,1.36704,1.36759,1.36634,1.36652,1855
2021-01-28,02:15,1.36653,1.36685,1.36550,1.36557,1397
2021-01-28,02:30,1.36556,1.36679,1.36509,1.36677,1298
2021-01-28,02:45,1.36676,1.36676,1.36547,1.36616,1622
2021-01-28,03:00,1.36614,1.36694,1.36589,1.36684,1796
2021-01-28,03:15,1.36684,1.36715,1.36660,1.36689,1288
2021-01-28,03:30,1.36688,1.36751,1.36627,1.36750,1520
2021-01-28,03:45,1.36749,1.36830,1.36728,1.36776,1357
2021-01-28,04:00,1.36776,1.36804,1.36743,1.36765,1378
2021-01-28,04:15,1.36764,1.36781,1.36719,1.36726,1004
2021-01-28,04:30,1.36732,1.36740,1.36667,1.36678,853
2021-01-28,04:45,1.36677,1.36705,1.36616,1.36698,1257
2021-01-28,05:00,1.36698,1.36700,1.36616,1.36644,1353
2021-01-28,05:15,1.36645,1.36701,1.36638,1.36654,1364
2021-01-28,05:30,1.36655,1.36700,1.36633,1.36647,1596
2021-01-28,05:45,1.36649,1.36683,1.36636,1.36678,1431
2021-01-28,06:00,1.36679,1.36703,1.36664,1.36692,1188
2021-01-28,06:15,1.36692,1.36697,1.36639,1.36677,1088
2021-01-28,06:30,1.36677,1.36687,1.36648,1.36661,691
2021-01-28,06:45,1.36661,1.36708,1.36660,1.36705,1133
2021-01-28,07:00,1.36706,1.36748,1.36685,1.36746,1201
2021-01-28,07:15,1.36747,1.36753,1.36706,1.36737,877
2021-01-28,07:30,1.36738,1.36766,1.36728,1.36761,925
2021-01-28,07:45,1.36762,1.36804,1.36731,1.36795,1079
2021-01-28,08:00,1.36795,1.36795,1.36677,1.36722,1342
2021-01-28,08:15,1.36722,1.36767,1.36680,1.36761,1283
2021-01-28,08:30,1.36760,1.36766,1.36707,1.36749,924
2021-01-28,08:45,1.36750,1.36772,1.36722,1.36769,719
2021-01-28,09:00,1.36770,1.36770,1.36554,1.36600,1745
2021-01-28,09:15,1.36600,1.36601,1.36455,1.36478,1475
2021-01-28,09:30,1.36475,1.36519,1.36395,1.36474,1715
2021-01-28,09:45,1.36473,1.36596,1.36469,1.36575,1840
2021-01-28,10:00,1.36576,1.36691,1.36465,1.36656,2719
2021-01-28,10:15,1.36658,1.36660,1.36431,1.36450,2479
2021-01-28,10:30,1.36446,1.36523,1.36416,1.36439,2335
2021-01-28,10:45,1.36439,1.36446,1.36332,1.36337,2063
2021-01-28,11:00,1.36336,1.36511,1.36336,1.36491,1904
2021-01-28,11:15,1.36491,1.36554,1.36427,1.36431,2208
2021-01-28,11:30,1.36431,1.36434,1.36301,1.36398,2019
2021-01-28,11:45,1.36398,1.36501,1.36371,1.36501,1873
2021-01-28,12:00,1.36501,1.36505,1.36409,1.36441,1808
2021-01-28,12:15,1.36440,1.36518,1.36410,1.36419,1694
2021-01-28,12:30,1.36418,1.36570,1.36375,1.36561,1620
2021-01-28,12:45,1.36556,1.36747,1.36555,1.36674,2354
2021-01-28,13:00,1.36675,1.36715,1.36613,1.36708,1914
2021-01-28,13:15,1.36708,1.36760,1.36640,1.36681,1714
2021-01-28,13:30,1.36679,1.36691,1.36606,1.36615,1567
2021-01-28,13:45,1.36615,1.36651,1.36479,1.36479,1818
2021-01-28,14:00,1.36479,1.36511,1.36382,1.36500,2164
2021-01-28,14:15,1.36502,1.36578,1.36484,1.36541,1556
2021-01-28,14:30,1.36540,1.36550,1.36405,1.36445,1470
2021-01-28,14:45,1.36445,1.36586,1.36428,1.36528,1398
2021-01-28,15:00,1.36529,1.36545,1.36397,1.36453,2070
2021-01-28,15:15,1.36458,1.36521,1.36424,1.36430,1769
2021-01-28,15:30,1.36435,1.36552,1.36403,1.36521,2578
2021-01-28,15:45,1.36522,1.36842,1.36492,1.36822,3192
2021-01-28,16:00,1.36821,1.36947,1.36811,1.36861,2835
2021-01-28,16:15,1.36860,1.36936,1.36831,1.36906,1913
2021-01-28,16:30,1.36905,1.37116,1.36834,1.37083,3356
2021-01-28,16:45,1.37084,1.37183,1.37002,1.37085,3249
2021-01-28,17:00,1.37086,1.37243,1.37068,1.37239,2873
2021-01-28,17:15,1.37241,1.37283,1.37219,1.37223,2653
2021-01-28,17:30,1.37221,1.37290,1.37211,1.37258,2055
2021-01-28,17:45,1.37257,1.37337,1.37180,1.37193,2044
2021-01-28,18:00,1.37197,1.37269,1.37161,1.37248,2304
2021-01-28,18:15,1.37247,1.37296,1.37218,1.37237,1738
2021-01-28,18:30,1.37237,1.37274,1.37126,1.37138,1619
2021-01-28,18:45,1.37143,1.37259,1.37108,1.37255,1509
2021-01-28,19:00,1.37257,1.37290,1.37184,1.37225,1688
2021-01-28,19:15,1.37224,1.37280,1.37206,1.37257,1685
2021-01-28,19:30,1.37257,1.37289,1.37219,1.37269,1432
2021-01-28,19:45,1.37269,1.37291,1.37244,1.37256,1557
2021-01-28,20:00,1.37257,1.37332,1.37246,1.37301,1486
2021-01-28,20:15,1.37302,1.37370,1.37281,1.37360,1286
2021-01-28,20:30,1.37360,1.37428,1.37351,1.37378,1288
2021-01-28,20:45,1.37379,1.37413,1.37340,1.37367,1254
2021-01-28,21:00,1.37368,1.37427,1.37354,1.37407,1521
2021-01-28,21:15,1.37407,1.37444,1.37388,1.37420,1740
2021-01-28,21:30,1.37420,1.37434,1.37394,1.37410,1233
2021-01-28,21:45,1.37409,1.37455,1.37372,1.37408,1493
2021-01-28,22:00,1.37407,1.37455,1.37386,1.37446,1162
2021-01-28,22:15,1.37446,1.37448,1.37372,1.37386,1268
2021-01-28,22:30,1.37386,1.37399,1.37351,1.37390,1204
2021-01-28,22:45,1.37389,1.37398,1.37315,1.37322,1388
2021-01-28,23:00,1.37322,1.37325,1.37275,1.37277,826
2021-01-28,23:15,1.37278,1.37309,1.37277,1.37291,432
2021-01-28,23:30,1.37290,1.37296,1.37222,1.37246,843
2021-01-28,23:45,1.37246,1.37266,1.37176,1.37177,2491
2021-01-29,00:00,1.37181,1.37274,1.37128,1.37261,212
2021-01-29,00:15,1.37261,1.37323,1.37240,1.37240,206
2021-01-29,00:30,1.37240,1.37272,1.37226,1.37264,256
2021-01-29,00:45,1.37263,1.37272,1.37221,1.37254,112
2021-01-29,01:00,1.37254,1.37280,1.37237,1.37257,526
2021-01-29,01:15,1.37263,1.37290,1.37263,1.37282,191
2021-01-29,01:30,1.37282,1.37289,1.37271,1.37273,352
2021-01-29,01:45,1.37272,1.37287,1.37219,1.37240,333
